tweets,sentiment
46561,hope someone asks dominic cummings about telling in march 2020 to shut all borders! did that happen? who was involved? why did ignore his chosen by him despite her history home secretary? our covid19 response has been much worse!,Negative
51804,covid19 malasia malaysia now has more covid cases per million people than india.,Positive
51055,thailand covid19 naturephotography parks garden flowers summer2021 enjoy public parks and royal botanical gardens in bangkok,Positive
595,top 5 trending hashtags on twitter in the malaysia 1 rinduawakseparuhnyawa 2 sabarlahduhaihati 3 cucukmyaz 4 friendsreunion 5 covid19 via,Positive
40951,thanks fetsu unturned for your tremendous effort. i can't be with you physically as i am personally down with covid19 in home isolation but i am with you mentally amp; spreading this citizensresponse initiative to all my friends who will be in need.,Positive
29461,40 new cases in eritrea [20 33 gmt] coronavirus coronavirusupdate covid19 coronaviruspandemic,Positive
22733,about 577 children have lost both the parents in india between apr 1st to may 25th of this year due to covid19 what a sad statistic.. time to get vaccinated and stayhome modijisave12thstudents,Negative
24119,must be approached like any risk assessment. the likelihood of covid19 escape ex hotel low med x consequences impact high extreme. it is obvious to everyone except the federal govn. what needs to be done to reduce the risk,Positive
45043,malaysia update; new death 63 total covid19 deaths 2432 new cases 7478 total cases 533 367 cases recovered discharged 4665 total recovered discharged 464 727 malaysiacovid19 coronavirusupdate covidiots mythanksyou coronaindonesia covid19uk stayhome,Positive
17380,two more covid19 fatalities 235 new infections reported in ladakh reports pti track real time updates,Positive
19128,governed general is silent on corruption! auspol lockdown facebookban palestine covid19vic covid19aus covid19 vaccinated joebiden uk vaccine vatican ukparlament law astrazeneca covid19vicdata,Positive
48726,breaking irish shut down italian led effort to prove theory covid19 originated from chinese wuhan lab,Negative
10990,covid covax vaccine aid to the less developed countries around the world what is to the aid of refugees migrant undocumented individuals we deem are stateless because of human made boundaries?! help! who covid19 covid covax vaxlive vaxxed coronapandemic,Negative
10361,the latest europechats episode discussing the eu's response to the covid19 crisis and covidvaccination is live now! don't miss it,Positive
37544,covid19 vaccination update day 131 cumulative vaccine coverage exceeds 20.25 crore more than 1.38 cr beneficiaries of age group 18 44 vaccinated so far more than 17.19 lakh vaccine doses administered today till 7 pm covaxin covishield vaccine,Positive
2017,indian army and jk civil administration reaching out to the gujjar and bakarwal population in remote areas as well as in higher reaches of pir panjal covid india indiafightscorona covid19 covishield vaccination,Positive
38175,"""let's put 2 human faces on the global covid tragedy"" and learn of a new public health danger we all face covid19 coronavirusindia sarscov2 malaysia",Positive
41129,people who know someone who died from covid19 in the uk.. do you want the govt. to 'get on' with future plans and forget about their past actions? that's what thinks and says.,Negative
46763,dear government! instead of banning social media apps ban hospitals who are robbing money from covid patients twitterindia covid19 bear,Positive
13120,"3 as i've said before the real ""reset"" is not a single plan or organised event it's a whole load of politicians and others with power seeking to use covid19 and mass compliance to further their own particular interests. this includes johnson and his green nightmare.",Positive
12572,president joe biden has ordered the us intelligence agencies to redouble their efforts in investigating the emergence of the deadly covid19 pandemic and report back to him in 90 days amid growing controversy about the virus's origins from a bio laboratory in china. toolate,Negative
9867,about 900 workers of ford india private ltd chennai on thursday boycotted lunch demanding an early settlement of their covid19 related demands said a union official. 18tamilnadu 7tamil,Positive
24941,lets just reward these lazy asses who didnt get vaccinated. who dont care about anyone else. sure give them a car!!! jesus whats wrong with people covid19 vaccinated vaccineregistration,Positive
48958,"covidvaccine covid19vaccination covid19 nytimes cnn ""..the best made plans of mice and men..."" ....notice...we...are losing to a virus...",Positive
47696,i think lincoln was an optimist his quote should be you can fool all the people some of the time and most of the people all the time but you cannot fool all the people all the time. covid19,Positive
